id before_type
97033 VISIT_EVENT
92995 VISIT_EVENT
92978 VISIT_EVENT
93084 VISIT_EVENT
94401 VISIT_EVENT
92859 VISIT_EVENT
93079 VISIT_EVENT
92984 VISIT_EVENT
92979 VISIT_EVENT
93086 VISIT_EVENT
92659 VISIT_EVENT
92666 VISIT_EVENT
92665 VISIT_EVENT
92977 VISIT_EVENT
92982 VISIT_EVENT
93072 VISIT_EVENT
93088 VISIT_EVENT
93066 VISIT_EVENT
93087 VISIT_EVENT
92729 VISIT_EVENT
93331 VISIT_EVENT
93077 VISIT_EVENT
92732 VISIT_EVENT
92974 VISIT_EVENT
92678 VISIT_EVENT
93076 VISIT_EVENT
92738 VISIT_EVENT
93074 VISIT_EVENT
93091 VISIT_EVENT
92737 VISIT_EVENT
92987 VISIT_EVENT
92983 VISIT_EVENT
92664 VISIT_EVENT
92735 VISIT_EVENT
93070 VISIT_EVENT
92988 VISIT_EVENT
92741 VISIT_EVENT
92990 VISIT_EVENT
93073 VISIT_EVENT
93078 VISIT_EVENT
94402 VISIT_EVENT
92994 VISIT_EVENT
92677 VISIT_EVENT
92981 VISIT_EVENT
94403 VISIT_EVENT
93092 VISIT_EVENT
93071 VISIT_EVENT
92860 VISIT_EVENT
92858 VISIT_EVENT
92986 VISIT_EVENT
93682 VISIT_EVENT
92676 VISIT_EVENT
93681 VISIT_EVENT
93090 VISIT_EVENT
93082 VISIT_EVENT
92660 VISIT_EVENT
93080 VISIT_EVENT
92675 VISIT_EVENT
93065 VISIT_EVENT
92658 VISIT_EVENT
93068 VISIT_EVENT
92989 VISIT_EVENT
92661 VISIT_EVENT
92975 VISIT_EVENT
93075 VISIT_EVENT
94404 VISIT_EVENT
93093 VISIT_EVENT
92674 VISIT_EVENT
93089 VISIT_EVENT
92992 VISIT_EVENT
92731 VISIT_EVENT
92730 VISIT_EVENT
93081 VISIT_EVENT
94405 VISIT_EVENT
92976 VISIT_EVENT
92996 VISIT_EVENT
93069 VISIT_EVENT
92663 VISIT_EVENT
93085 VISIT_EVENT
92993 VISIT_EVENT
92991 VISIT_EVENT
93083 VISIT_EVENT
92662 VISIT_EVENT
92673 VISIT_EVENT
92980 VISIT_EVENT
92985 VISIT_EVENT
92736 VISIT_EVENT
92734 VISIT_EVENT
89360 VISIT_EVENT
89351 VISIT_EVENT
89359 VISIT_EVENT
89352 VISIT_EVENT
89354 VISIT_EVENT
89356 VISIT_EVENT
89365 VISIT_EVENT
89364 VISIT_EVENT
89347 VISIT_EVENT
89353 VISIT_EVENT
89363 VISIT_EVENT
89346 VISIT_EVENT
89350 VISIT_EVENT
89348 VISIT_EVENT
89362 VISIT_EVENT
89358 VISIT_EVENT
89357 VISIT_EVENT
89361 VISIT_EVENT
89355 VISIT_EVENT
89366 VISIT_EVENT
89367 VISIT_EVENT
89349 VISIT_EVENT
87479 VISIT_EVENT
87155 VISIT_EVENT
87113 VISIT_EVENT
87496 VISIT_EVENT
87066 VISIT_EVENT
87481 VISIT_EVENT
86953 VISIT_EVENT
87599 VISIT_EVENT
87476 VISIT_EVENT
87491 VISIT_EVENT
87478 VISIT_EVENT
87483 VISIT_EVENT
87291 VISIT_EVENT
87488 VISIT_EVENT
87287 VISIT_EVENT
87061 VISIT_EVENT
86951 VISIT_EVENT
87156 VISIT_EVENT
87298 VISIT_EVENT
87276 VISIT_EVENT
86956 VISIT_EVENT
87487 VISIT_EVENT
87603 VISIT_EVENT
87105 VISIT_EVENT
87485 VISIT_EVENT
87473 VISIT_EVENT
87286 VISIT_EVENT
87106 VISIT_EVENT
86952 VISIT_EVENT
86957 VISIT_EVENT
87281 VISIT_EVENT
87065 VISIT_EVENT
87284 VISIT_EVENT
87111 VISIT_EVENT
87277 VISIT_EVENT
87475 VISIT_EVENT
87484 VISIT_EVENT
87296 VISIT_EVENT
87288 VISIT_EVENT
87492 VISIT_EVENT
87497 VISIT_EVENT
87283 VISIT_EVENT
86954 VISIT_EVENT
87592 VISIT_EVENT
87467 VISIT_EVENT
87295 VISIT_EVENT
87282 VISIT_EVENT
87107 VISIT_EVENT
87468 VISIT_EVENT
87297 VISIT_EVENT
87110 VISIT_EVENT
87279 VISIT_EVENT
87486 VISIT_EVENT
87063 VISIT_EVENT
87490 VISIT_EVENT
87472 VISIT_EVENT
87482 VISIT_EVENT
87112 VISIT_EVENT
87294 VISIT_EVENT
87494 VISIT_EVENT
87489 VISIT_EVENT
87601 VISIT_EVENT
87109 VISIT_EVENT
87474 VISIT_EVENT
87293 VISIT_EVENT
87471 VISIT_EVENT
86955 VISIT_EVENT
87292 VISIT_EVENT
86959 VISIT_EVENT
87062 VISIT_EVENT
87500 VISIT_EVENT
87869 VISIT_EVENT
87104 VISIT_EVENT
87495 VISIT_EVENT
87480 VISIT_EVENT
87064 VISIT_EVENT
87154 VISIT_EVENT
87285 VISIT_EVENT
87278 VISIT_EVENT
87870 VISIT_EVENT
87499 VISIT_EVENT
87280 VISIT_EVENT
87493 VISIT_EVENT
87116 VISIT_EVENT
87498 VISIT_EVENT
87289 VISIT_EVENT
87477 VISIT_EVENT
87290 VISIT_EVENT
86958 VISIT_EVENT
87600 VISIT_EVENT
87602 VISIT_EVENT
83855 VISIT_EVENT
83853 VISIT_EVENT
83850 VISIT_EVENT
83843 VISIT_EVENT
83837 VISIT_EVENT
83836 VISIT_EVENT
83847 VISIT_EVENT
83851 VISIT_EVENT
83852 VISIT_EVENT
83838 VISIT_EVENT
83845 VISIT_EVENT
83854 VISIT_EVENT
83839 VISIT_EVENT
83846 VISIT_EVENT
83849 VISIT_EVENT
83848 VISIT_EVENT
83842 VISIT_EVENT
83841 VISIT_EVENT
83835 VISIT_EVENT
83840 VISIT_EVENT
83844 VISIT_EVENT
83856 VISIT_EVENT
81882 VISIT_EVENT
81878 VISIT_EVENT
83724 VISIT_EVENT
81883 VISIT_EVENT
81370 VISIT_EVENT
83667 VISIT_EVENT
81633 VISIT_EVENT
81863 VISIT_EVENT
83734 VISIT_EVENT
82214 VISIT_EVENT
81871 VISIT_EVENT
83715 VISIT_EVENT
81648 VISIT_EVENT
81880 VISIT_EVENT
81626 VISIT_EVENT
81852 VISIT_EVENT
81634 VISIT_EVENT
81995 VISIT_EVENT
81991 VISIT_EVENT
81435 VISIT_EVENT
83668 VISIT_EVENT
81630 VISIT_EVENT
81474 VISIT_EVENT
81374 VISIT_EVENT
81593 VISIT_EVENT
81870 VISIT_EVENT
81475 VISIT_EVENT
81640 VISIT_EVENT
81642 VISIT_EVENT
83717 VISIT_EVENT
81844 VISIT_EVENT
83665 VISIT_EVENT
83650 VISIT_EVENT
81371 VISIT_EVENT
83653 VISIT_EVENT
83651 VISIT_EVENT
81641 VISIT_EVENT
81992 VISIT_EVENT
81868 VISIT_EVENT
81845 VISIT_EVENT
81873 VISIT_EVENT
83669 VISIT_EVENT
81854 VISIT_EVENT
81480 VISIT_EVENT
81855 VISIT_EVENT
81482 VISIT_EVENT
81646 VISIT_EVENT
81993 VISIT_EVENT
81367 VISIT_EVENT
81434 VISIT_EVENT
83659 VISIT_EVENT
81860 VISIT_EVENT
81629 VISIT_EVENT
83725 VISIT_EVENT
81994 VISIT_EVENT
83652 VISIT_EVENT
83730 VISIT_EVENT
81481 VISIT_EVENT
81644 VISIT_EVENT
81431 VISIT_EVENT
83727 VISIT_EVENT
83649 VISIT_EVENT
81886 VISIT_EVENT
81849 VISIT_EVENT
81850 VISIT_EVENT
83729 VISIT_EVENT
82215 VISIT_EVENT
83657 VISIT_EVENT
81638 VISIT_EVENT
83663 VISIT_EVENT
81594 VISIT_EVENT
81631 VISIT_EVENT
83722 VISIT_EVENT
81479 VISIT_EVENT
83719 VISIT_EVENT
81866 VISIT_EVENT
81432 VISIT_EVENT
83735 VISIT_EVENT
81858 VISIT_EVENT
83656 VISIT_EVENT
81877 VISIT_EVENT
81369 VISIT_EVENT
81861 VISIT_EVENT
81976 VISIT_EVENT
81632 VISIT_EVENT
83733 VISIT_EVENT
83655 VISIT_EVENT
83721 VISIT_EVENT
81645 VISIT_EVENT
81884 VISIT_EVENT
81885 VISIT_EVENT
83664 VISIT_EVENT
81876 VISIT_EVENT
81483 VISIT_EVENT
81486 VISIT_EVENT
81373 VISIT_EVENT
81595 VISIT_EVENT
81637 VISIT_EVENT
83666 VISIT_EVENT
81847 VISIT_EVENT
81627 VISIT_EVENT
81635 VISIT_EVENT
83716 VISIT_EVENT
81430 VISIT_EVENT
81872 VISIT_EVENT
81647 VISIT_EVENT
81476 VISIT_EVENT
81636 VISIT_EVENT
83660 VISIT_EVENT
81639 VISIT_EVENT
81875 VISIT_EVENT
81477 VISIT_EVENT
83662 VISIT_EVENT
81643 VISIT_EVENT
81433 VISIT_EVENT
81628 VISIT_EVENT
83670 VISIT_EVENT
81865 VISIT_EVENT
81864 VISIT_EVENT
81856 VISIT_EVENT
83731 VISIT_EVENT
81857 VISIT_EVENT
83732 VISIT_EVENT
81869 VISIT_EVENT
81862 VISIT_EVENT
83726 VISIT_EVENT
83736 VISIT_EVENT
83658 VISIT_EVENT
81372 VISIT_EVENT
83654 VISIT_EVENT
81859 VISIT_EVENT
81874 VISIT_EVENT
81375 VISIT_EVENT
81853 VISIT_EVENT
81867 VISIT_EVENT
81881 VISIT_EVENT
81851 VISIT_EVENT
83728 VISIT_EVENT
81879 VISIT_EVENT
83661 VISIT_EVENT
81368 VISIT_EVENT
83720 VISIT_EVENT
76577 VISIT_EVENT
77524 VISIT_EVENT
76951 VISIT_EVENT
76236 VISIT_EVENT
77068 VISIT_EVENT
76257 VISIT_EVENT
76250 VISIT_EVENT
76232 VISIT_EVENT
77184 VISIT_EVENT
76259 VISIT_EVENT
77073 VISIT_EVENT
76588 VISIT_EVENT
77530 VISIT_EVENT
77075 VISIT_EVENT
76251 VISIT_EVENT
76585 VISIT_EVENT
76959 VISIT_EVENT
76571 VISIT_EVENT
76939 VISIT_EVENT
77463 VISIT_EVENT
76584 VISIT_EVENT
77526 VISIT_EVENT
76579 VISIT_EVENT
76233 VISIT_EVENT
77363 VISIT_EVENT
76255 VISIT_EVENT
76241 VISIT_EVENT
76958 VISIT_EVENT
76240 VISIT_EVENT
76572 VISIT_EVENT
76574 VISIT_EVENT
76882 VISIT_EVENT
77074 VISIT_EVENT
76567 VISIT_EVENT
76961 VISIT_EVENT
76243 VISIT_EVENT
77464 VISIT_EVENT
76242 VISIT_EVENT
77072 VISIT_EVENT
77531 VISIT_EVENT
76234 VISIT_EVENT
76582 VISIT_EVENT
77525 VISIT_EVENT
76934 VISIT_EVENT
76955 VISIT_EVENT
76933 VISIT_EVENT
76586 VISIT_EVENT
76258 VISIT_EVENT
76932 VISIT_EVENT
76589 VISIT_EVENT
76583 VISIT_EVENT
77064 VISIT_EVENT
76878 VISIT_EVENT
77176 VISIT_EVENT
77179 VISIT_EVENT
76239 VISIT_EVENT
76256 VISIT_EVENT
76248 VISIT_EVENT
76575 VISIT_EVENT
76966 VISIT_EVENT
76578 VISIT_EVENT
76573 VISIT_EVENT
77067 VISIT_EVENT
77181 VISIT_EVENT
77069 VISIT_EVENT
76264 VISIT_EVENT
77527 VISIT_EVENT
76260 VISIT_EVENT
76963 VISIT_EVENT
76253 VISIT_EVENT
76956 VISIT_EVENT
77062 VISIT_EVENT
76881 VISIT_EVENT
76960 VISIT_EVENT
76265 VISIT_EVENT
76568 VISIT_EVENT
77071 VISIT_EVENT
76587 VISIT_EVENT
76938 VISIT_EVENT
77183 VISIT_EVENT
77178 VISIT_EVENT
76252 VISIT_EVENT
76936 VISIT_EVENT
832 VISIT_EVENT
971 FIRST
1092 TREATMENT_EVENT
1292 "CONDITION_EVENT TREATMENT_EVENT VISIT_EVENT"
1327 VISIT_EVENT
1328 FIRST
1649 FIRST
1670 VISIT_EVENT
1627 FIRST
76964 VISIT_EVENT
76931 VISIT_EVENT
76962 VISIT_EVENT
76246 VISIT_EVENT
77186 VISIT_EVENT
76235 VISIT_EVENT
76261 VISIT_EVENT
76245 VISIT_EVENT
76965 VISIT_EVENT
77070 VISIT_EVENT
76953 VISIT_EVENT
77185 VISIT_EVENT
76877 VISIT_EVENT
76954 VISIT_EVENT
76237 VISIT_EVENT
76879 VISIT_EVENT
76262 VISIT_EVENT
77182 VISIT_EVENT
76247 VISIT_EVENT
77063 VISIT_EVENT
77528 VISIT_EVENT
76952 VISIT_EVENT
77529 VISIT_EVENT
76576 VISIT_EVENT
76581 VISIT_EVENT
76937 VISIT_EVENT
76254 VISIT_EVENT
76570 VISIT_EVENT
76957 VISIT_EVENT
76580 VISIT_EVENT
76943 VISIT_EVENT
77180 VISIT_EVENT
76880 VISIT_EVENT
77523 VISIT_EVENT
76569 VISIT_EVENT
76238 VISIT_EVENT
76266 VISIT_EVENT
76940 VISIT_EVENT
76263 VISIT_EVENT
77177 VISIT_EVENT
199518 FIRST
199514 FIRST
199529 FIRST
199515 TREATMENT_EVENT
199513 FIRST
199522 TREATMENT_EVENT
199533 FIRST
199521 FIRST
199526 TREATMENT_EVENT
199516 TREATMENT_EVENT
199519 TREATMENT_EVENT
199532 FIRST
199531 FIRST
199511 FIRST
199523 TREATMENT_EVENT
199525 TREATMENT_EVENT
199517 FIRST
199527 TREATMENT_EVENT
199520 TREATMENT_EVENT
199524 FIRST
199528 FIRST
199512 FIRST
199530 FIRST
190557 TREATMENT_EVENT
190506 TREATMENT_EVENT
190545 FIRST
190532 FIRST
190495 FIRST
190498 FIRST
190487 FIRST
190514 FIRST
190489 TREATMENT_EVENT
190531 FIRST
190535 TREATMENT_EVENT
190503 FIRST
190543 TREATMENT_EVENT
190493 FIRST
190538 FIRST
190536 FIRST
190500 FIRST
190555 FIRST
190548 FIRST
190526 FIRST
190516 FIRST
190544 TREATMENT_EVENT
190513 FIRST
190518 FIRST
190524 FIRST
190546 FIRST
190519 FIRST
190483 TREATMENT_EVENT
190522 TREATMENT_EVENT
190527 FIRST
190492 FIRST
190525 FIRST
190553 CONDITION_EVENT
190507 FIRST
190542 TREATMENT_EVENT
190523 TREATMENT_EVENT
190486 FIRST
190505 FIRST
190490 FIRST
190504 FIRST
190530 FIRST
190551 TREATMENT_EVENT
190540 TREATMENT_EVENT
190521 TREATMENT_EVENT
190537 FIRST
190541 TREATMENT_EVENT
190510 FIRST
190539 FIRST
190554 FIRST
190534 FIRST
190547 FIRST
190499 FIRST
190552 TREATMENT_EVENT
190512 FIRST
190491 FIRST
190501 TREATMENT_EVENT
190550 FIRST
190515 FIRST
190511 TREATMENT_EVENT
190494 FIRST
190517 FIRST
190533 FIRST
190549 FIRST
190484 FIRST
190496 FIRST
190509 FIRST
190556 TREATMENT_EVENT
190558 VISIT_EVENT
190488 FIRST
190520 FIRST
190502 TREATMENT_EVENT
190528 FIRST
190485 FIRST
190508 FIRST
190529 FIRST
190497 TREATMENT_EVENT
141302 FIRST
141303 FIRST
141301 FIRST
139296 FIRST
139297 CONDITION_EVENT
139295 FIRST
90873 VISIT_EVENT
91236 VISIT_EVENT
90879 VISIT_EVENT
91105 VISIT_EVENT
91241 VISIT_EVENT
91107 VISIT_EVENT
91248 VISIT_EVENT
90876 VISIT_EVENT
91043 VISIT_EVENT
91240 VISIT_EVENT
90953 VISIT_EVENT
91111 VISIT_EVENT
91237 VISIT_EVENT
90947 VISIT_EVENT
91093 VISIT_EVENT
91113 VISIT_EVENT
90949 VISIT_EVENT
91096 VISIT_EVENT
91245 VISIT_EVENT
91238 VISIT_EVENT
91242 VISIT_EVENT
91232 VISIT_EVENT
91229 VISIT_EVENT
90944 VISIT_EVENT
91430 VISIT_EVENT
91487 "TREATMENT_EVENT VISIT_EVENT"
90875 VISIT_EVENT
90952 VISIT_EVENT
91099 VISIT_EVENT
91112 VISIT_EVENT
91250 VISIT_EVENT
91095 VISIT_EVENT
90951 VISIT_EVENT
91243 VISIT_EVENT
91098 VISIT_EVENT
91092 VISIT_EVENT
91102 VISIT_EVENT
91486 VISIT_EVENT
90945 VISIT_EVENT
91097 VISIT_EVENT
91233 VISIT_EVENT
91239 VISIT_EVENT
91108 VISIT_EVENT
90872 VISIT_EVENT
91110 VISIT_EVENT
90950 VISIT_EVENT
91042 VISIT_EVENT
91247 VISIT_EVENT
91101 VISIT_EVENT
91100 VISIT_EVENT
90880 VISIT_EVENT
91109 VISIT_EVENT
90946 VISIT_EVENT
91094 VISIT_EVENT
91104 VISIT_EVENT
91041 VISIT_EVENT
90878 VISIT_EVENT
91244 VISIT_EVENT
90877 VISIT_EVENT
91228 VISIT_EVENT
91231 VISIT_EVENT
91246 VISIT_EVENT
91106 VISIT_EVENT
91103 VISIT_EVENT
91234 VISIT_EVENT
91249 VISIT_EVENT
91235 VISIT_EVENT
90874 VISIT_EVENT
84078 VISIT_EVENT
85570 VISIT_EVENT
85799 VISIT_EVENT
84086 VISIT_EVENT
84067 VISIT_EVENT
84263 VISIT_EVENT
85581 VISIT_EVENT
84255 VISIT_EVENT
85812 VISIT_EVENT
84081 VISIT_EVENT
85575 VISIT_EVENT
85794 VISIT_EVENT
85801 VISIT_EVENT
84268 VISIT_EVENT
84071 VISIT_EVENT
84257 VISIT_EVENT
84069 VISIT_EVENT
85577 VISIT_EVENT
84068 VISIT_EVENT
84469 VISIT_EVENT
84072 VISIT_EVENT
84470 VISIT_EVENT
84083 VISIT_EVENT
84084 VISIT_EVENT
85811 VISIT_EVENT
84266 VISIT_EVENT
85813 VISIT_EVENT
84256 VISIT_EVENT
85574 VISIT_EVENT
84467 VISIT_EVENT
85800 VISIT_EVENT
85589 VISIT_EVENT
85815 VISIT_EVENT
84075 VISIT_EVENT
85807 VISIT_EVENT
84085 VISIT_EVENT
85588 VISIT_EVENT
85808 VISIT_EVENT
84079 VISIT_EVENT
85809 VISIT_EVENT
84471 VISIT_EVENT
85806 VISIT_EVENT
85584 VISIT_EVENT
85798 VISIT_EVENT
85583 VISIT_EVENT
84262 VISIT_EVENT
85810 VISIT_EVENT
85580 VISIT_EVENT
85814 VISIT_EVENT
84267 VISIT_EVENT
85573 VISIT_EVENT
84080 VISIT_EVENT
84087 VISIT_EVENT
85796 VISIT_EVENT
84468 VISIT_EVENT
85804 VISIT_EVENT
84260 VISIT_EVENT
85572 VISIT_EVENT
84258 VISIT_EVENT
85585 VISIT_EVENT
84070 VISIT_EVENT
84066 VISIT_EVENT
85586 VISIT_EVENT
84265 VISIT_EVENT
84252 VISIT_EVENT
84269 VISIT_EVENT
84472 VISIT_EVENT
85803 VISIT_EVENT
84073 VISIT_EVENT
84259 VISIT_EVENT
85802 VISIT_EVENT
84261 VISIT_EVENT
85805 VISIT_EVENT
84082 VISIT_EVENT
84077 VISIT_EVENT
85797 VISIT_EVENT
85578 VISIT_EVENT
85569 VISIT_EVENT
84264 VISIT_EVENT
84248 VISIT_EVENT
84251 VISIT_EVENT
85795 VISIT_EVENT
84254 VISIT_EVENT
84249 VISIT_EVENT
85582 VISIT_EVENT
85587 VISIT_EVENT
84270 VISIT_EVENT
85568 VISIT_EVENT
85579 VISIT_EVENT
84076 VISIT_EVENT
84518 VISIT_EVENT
84253 VISIT_EVENT
84074 VISIT_EVENT
82375 VISIT_EVENT
82360 VISIT_EVENT
82236 VISIT_EVENT
82195 VISIT_EVENT
82231 VISIT_EVENT
82646 VISIT_EVENT
82654 VISIT_EVENT
82642 VISIT_EVENT
82378 VISIT_EVENT
82180 VISIT_EVENT
82490 VISIT_EVENT
82366 VISIT_EVENT
82192 VISIT_EVENT
82371 VISIT_EVENT
82376 VISIT_EVENT
82479 VISIT_EVENT
82649 VISIT_EVENT
82373 VISIT_EVENT
82369 VISIT_EVENT
82637 VISIT_EVENT
82805 VISIT_EVENT
82481 VISIT_EVENT
82657 VISIT_EVENT
82492 VISIT_EVENT
82370 VISIT_EVENT
82188 VISIT_EVENT
82191 VISIT_EVENT
82372 VISIT_EVENT
82652 VISIT_EVENT
82477 VISIT_EVENT
82363 VISIT_EVENT
82648 VISIT_EVENT
82989 VISIT_EVENT
82472 VISIT_EVENT
82478 VISIT_EVENT
82377 VISIT_EVENT
82313 VISIT_EVENT
82190 VISIT_EVENT
82181 VISIT_EVENT
82474 VISIT_EVENT
82638 VISIT_EVENT
82234 VISIT_EVENT
82656 VISIT_EVENT
82306 VISIT_EVENT
82359 VISIT_EVENT
82489 VISIT_EVENT
82644 VISIT_EVENT
82493 VISIT_EVENT
82351 VISIT_EVENT
82230 VISIT_EVENT
82358 VISIT_EVENT
82658 VISIT_EVENT
82988 VISIT_EVENT
82194 VISIT_EVENT
82362 VISIT_EVENT
82379 VISIT_EVENT
82310 VISIT_EVENT
82305 VISIT_EVENT
82491 VISIT_EVENT
82365 VISIT_EVENT
82367 VISIT_EVENT
82475 VISIT_EVENT
82187 VISIT_EVENT
1553 "CONDITION_EVENT TREATMENT_EVENT"
1536 FIRST
82352 VISIT_EVENT
82653 VISIT_EVENT
82185 VISIT_EVENT
82487 VISIT_EVENT
82179 VISIT_EVENT
82196 VISIT_EVENT
82182 VISIT_EVENT
82235 VISIT_EVENT
82183 VISIT_EVENT
82374 VISIT_EVENT
82482 VISIT_EVENT
82484 VISIT_EVENT
82232 VISIT_EVENT
82485 VISIT_EVENT
82361 VISIT_EVENT
82647 VISIT_EVENT
82641 VISIT_EVENT
82184 VISIT_EVENT
82238 VISIT_EVENT
82189 VISIT_EVENT
82486 VISIT_EVENT
82471 VISIT_EVENT
82364 VISIT_EVENT
82193 VISIT_EVENT
82476 VISIT_EVENT
82368 VISIT_EVENT
82198 VISIT_EVENT
82494 VISIT_EVENT
82237 VISIT_EVENT
82186 VISIT_EVENT
82651 VISIT_EVENT
82233 VISIT_EVENT
82311 VISIT_EVENT
82312 VISIT_EVENT
82480 VISIT_EVENT
82350 VISIT_EVENT
82643 VISIT_EVENT
82483 VISIT_EVENT
82639 VISIT_EVENT
82308 VISIT_EVENT
82655 VISIT_EVENT
82197 VISIT_EVENT
82314 VISIT_EVENT
82650 VISIT_EVENT
82488 VISIT_EVENT
82307 VISIT_EVENT
82178 VISIT_EVENT
159280 FIRST
159276 FIRST
159267 FIRST
159284 FIRST
159265 FIRST
159272 FIRST
159285 FIRST
159270 FIRST
159269 FIRST
159279 FIRST
159289 FIRST
159286 FIRST
159287 FIRST
159274 FIRST
159283 FIRST
159282 FIRST
159268 FIRST
159266 FIRST
159281 FIRST
159275 FIRST
159273 FIRST
159278 FIRST
159264 FIRST
159271 FIRST
159277 FIRST
159288 FIRST
525 FIRST
152180 FIRST
152097 FIRST
152103 FIRST
152098 FIRST
152115 FIRST
152110 FIRST
152104 FIRST
588 FIRST
152846 FIRST
152145 FIRST
152851 FIRST
152853 FIRST
152114 FIRST
152106 FIRST
152845 FIRST
152109 FIRST
152107 FIRST
152844 FIRST
152094 FIRST
152095 FIRST
152111 FIRST
152102 FIRST
152112 FIRST
152116 FIRST
152852 FIRST
152848 FIRST
152117 FIRST
152850 FIRST
152100 FIRST
152136 FIRST
152140 FIRST
152093 FIRST
152105 FIRST
152847 FIRST
152096 FIRST
152849 FIRST
152113 FIRST
152101 FIRST
152099 FIRST
152108 FIRST
194436 FIRST
194434 FIRST
194432 FIRST
194435 TREATMENT_EVENT
194429 FIRST
194433 FIRST
194430 FIRST
194437 FIRST
194438 FIRST
194440 FIRST
194439 FIRST
194428 FIRST
194431 FIRST
189865 FIRST
189862 FIRST
189870 FIRST
189860 FIRST
189861 FIRST
189869 TREATMENT_EVENT
189867 FIRST
189873 TREATMENT_EVENT
189863 FIRST
189872 FIRST
189874 FIRST
189864 FIRST
189866 FIRST
189871 FIRST
189868 TREATMENT_EVENT
189875 FIRST
189876 VISIT_EVENT
185157 FIRST
185150 TREATMENT_EVENT
185149 FIRST
185145 FIRST
185154 FIRST
185159 VISIT_EVENT
185155 VISIT_EVENT
185146 FIRST
185147 FIRST
185152 TREATMENT_EVENT
185148 FIRST
185153 TREATMENT_EVENT
185143 FIRST
185156 TREATMENT_EVENT
185144 TREATMENT_EVENT
185158 FIRST
185151 FIRST
182312 FIRST
182294 FIRST
182295 FIRST
182313 FIRST
182297 FIRST
182310 TREATMENT_EVENT
182293 FIRST
182307 FIRST
182308 FIRST
182302 FIRST
182299 FIRST
182305 TREATMENT_EVENT
182304 TREATMENT_EVENT
182298 TREATMENT_EVENT
182309 FIRST
182315 FIRST
182303 FIRST
182296 TREATMENT_EVENT
182300 FIRST
182301 TREATMENT_EVENT
182314 FIRST
182316 VISIT_EVENT
182311 TREATMENT_EVENT
182306 TREATMENT_EVENT
177670 FIRST
177663 TREATMENT_EVENT
177666 TREATMENT_EVENT
177658 CONDITION_EVENT
177668 TREATMENT_EVENT
177667 TREATMENT_EVENT
177661 FIRST
177659 FIRST
177664 "CONDITION_EVENT TREATMENT_EVENT"
177671 VISIT_EVENT
177662 FIRST
177660 FIRST
177665 FIRST
177669 FIRST
139506 FIRST
141111 FIRST
139508 FIRST
141110 FIRST
141109 FIRST
139507 CONDITION_EVENT
139509 CONDITION_EVENT
141112 FIRST
139218 FIRST
138253 MEASUREMENT_EVENT
139106 CONDITION_EVENT
139105 FIRST
139217 FIRST
139219 CONDITION_EVENT
139220 CONDITION_EVENT
138249 CONDITION_EVENT
138248 FIRST
139107 FIRST
139108 CONDITION_EVENT
111311 FIRST
111394 FIRST
110982 FIRST
111294 FIRST
111299 FIRST
111277 FIRST
111301 FIRST
110988 FIRST
110980 FIRST
111279 FIRST
111151 FIRST
111143 FIRST
110984 FIRST
111393 FIRST
110916 FIRST
111152 FIRST
111290 FIRST
111027 FIRST
111302 FIRST
111303 FIRST
110986 FIRST
110919 FIRST
111134 FIRST
111145 FIRST
111133 FIRST
111284 FIRST
111532 FIRST
110989 FIRST
111587 FIRST
111140 FIRST
111588 FIRST
110917 FIRST
111270 FIRST
111589 FIRST
111293 FIRST
110983 FIRST
110923 FIRST
111286 FIRST
110981 FIRST
110993 FIRST
111138 FIRST
111288 FIRST
111297 FIRST
111141 FIRST
111276 FIRST
111526 FIRST
111274 FIRST
111150 FIRST
111305 FIRST
111291 FIRST
111289 FIRST
111029 FIRST
111135 FIRST
111131 FIRST
110922 FIRST
111306 FIRST
110976 FIRST
111308 FIRST
111139 FIRST
111130 FIRST
111591 CONDITION_EVENT
111136 FIRST
111149 FIRST
110975 FIRST
111028 FIRST
111296 FIRST
111298 FIRST
111527 FIRST
111309 FIRST
111590 FIRST
111132 FIRST
111300 FIRST
110920 FIRST
110978 FIRST
111137 FIRST
111285 FIRST
111146 FIRST
110921 FIRST
110979 FIRST
111283 FIRST
111304 FIRST
111307 FIRST
110915 FIRST
111292 FIRST
110918 FIRST
111310 FIRST
111142 FIRST
111275 FIRST
111278 FIRST
111282 FIRST
111281 FIRST
111271 FIRST
111144 FIRST
110987 FIRST
111295 FIRST
110990 FIRST
111148 FIRST
110977 FIRST
111147 FIRST
111287 FIRST
111280 FIRST
79499 FIRST
78887 FIRST
78886 FIRST
79500 FIRST
79503 FIRST
78647 FIRST
79502 FIRST
79501 FIRST
78591 FIRST
78510 FIRST
78317 FIRST
78533 FIRST
78542 FIRST
78291 FIRST
78523 FIRST
78527 FIRST
78509 FIRST
78530 FIRST
78529 FIRST
78319 FIRST
78245 FIRST
78255 FIRST
78243 FIRST
78515 FIRST
78518 FIRST
78320 FIRST
78538 FIRST
78536 FIRST
78314 FIRST
78540 FIRST
78193 FIRST
78315 FIRST
78526 FIRST
78187 FIRST
78513 FIRST
78512 FIRST
78290 FIRST
78524 FIRST
78210 FIRST
78522 FIRST
78324 FIRST
78519 FIRST
78186 FIRST
78246 FIRST
78247 FIRST
78535 FIRST
78241 FIRST
78185 FIRST
78541 FIRST
78316 FIRST
78326 FIRST
78328 FIRST
78532 FIRST
78188 FIRST
78544 FIRST
78521 FIRST
78256 FIRST
78292 FIRST
78257 FIRST
